ENGLISH ,TARAON/TAWRA
I'll think of something.,haa ja kaluge wetyung a
I'll visit him tomorrow.,haa muwa aa cha du abena taroo gane
I'll wait right outside.,haa habung ke nyu kalyune
I'll wear a white dress.,haa ting lyo ting ne
I'll write Tom a letter.,haa tom tako zune
I'll write to Tom again.,haa tom bhue du tako zune
I'll write you a letter.,haa nyu tako zune
I'm Tom's new assistant.,haa tom ba mei brungya mei
I'm Tom's new boss.,haa tom ba tayaa jum
I'm Tom's older brother.,haa tom pu tazai
I'm a little bit hungry.,haa ingtyo shityuu a
I'm a married woman now.,haa tya muwa ang boliya mei
I'm a volleyball player.,haa volleyball khiliya mei
I'm able to read French.,haa french puri kasa
I'm afraid I don't know.,"haa raishia, haa kasayum"
I'm afraid it will rain.,"haa raishia, kaaraa jabiya"
I'm afraid that's wrong.,"haa raishia, awe jum layum"
I'm afraid you're right.,haa raishia nyu jum la
I'm afraid you're wrong.,haa raishia nyu jum layum
I'm allergic to brinjals.,haa phundu thaya bo maso a
I'm always very nervous.,haa kadigumu we rhue shia
I'm as hungry as a cat.,haa majarai dyuge shityuu a
I'm as strong as before.,haa hayuu dyuege prae aa ha
I'm at a friend's house.,haa aatamru ang edi
I'm at a loss for words.,haa takaue wesa dung kooya
I'm at the hospital now.,haa tya tama ang edi
I'm busy doing homework.,haa angke kam ji maa di
"I'm busy right now, Tom.",tom haa tya tyung whaayum
"I'm busy, so I can't go.",haa tya tyung boya whaa yum
I'm calling from Boston.,haa boston gu nyu marodi
"I'm coming for you, Tom.","tom, nyu kanum haa hanadi"
I'm concerned about Tom.,"tom, kanum we prayum jia"
I'm disappointed in you.,haa awe chanung ba ji hungdi
I'm doing this for them.,haa awe chanung ba ji hungdi
I'm faithful to my wife.,haa ga miyaa we pra sodi
I'm fed up with English.,haa english puriya allowa bo
I'm feeling pretty good.,haa khu pra weshia
I'm from the mountain.,haa thayaa nyu hanadyabo
I'm from the upper place.,haa tazunyu mlaa hanadyabo
I'm fully aware of that.,haa awe mei pra we kasa
Tom took a blanket off the bed and wrapped it around himself.,tom kajum tachung nyu hlaiya goo kajum we kue a
Tom took off his shirt and threw it into the washing machine.,tom ting wreeyagu teya machine ke lyakuya
Tom took off his shoes and socks and rolled up his pant legs.,tom cha groo khanyum ma mooja we wreyagu cha thow du tyu palla ha
Tom usually only gets his hair cut two or three times a year.,"tom dhue yuu bue kaing, kasung thung cheha haftage guu"
"Tom visited Mary, who was in the hospital with a broken bone.",tom mary tarugaya la tama ang khige mary cha myum du ea
Tom walked into the living room with two drinks in his hands.,tom atyo ke yuu gelasi kaing shehoyagu nyung ke boa
"Tom wanted to kiss Mary, but he didn't have the nerve to try.",tom mary ke kashaingya jine we guu cha halue tyu na
"Tom wanted to leave, but Mary wanted to stay a little longer.","tom bone we, mary cha ingdu raa ea la wehoya"
Tom wanted to travel and meet people from all over the world.,tom tum guu tyue boya guu shaladu mie ea we tarugaya we
Tom was highly educated and spoke several languages fluently.,"tom tyung dhue purihoya, wekanum cha bami chei takaue pra kasa"
Tom was infatuated with the girl next door when he was a kid.,tom cha aa guu thue miya aa ang du eyawe pra akow
Tom was surprised that Mary already knew about what happened.,"mary jaa shayala hayuu kasakuuya, mary cha achiwe jiya we"
Tom was the first one to realize that Mary wanted to do that.,tom shamidu hayuu thue kasa la tom hruue kuubo
Tom was unlucky to be in the bank when the holdup took place.,tom kopat prayum cha bank ke ealum mie nung akow ringya
Tom was watching TV in his underwear when I entered the room.,haa angke lung dyabo lum tom cha thow lumkoo ne thowya gu TV whii a
Tom wasn't stupid enough to tell Mary what he really thought.,tom kapa yum dyuge mary cha jawe atyane wehoya
Tom went into the kitchen and poured himself a cup of coffee.,tom tape ang boya gu cha gaa ba cup ge coffee loo a
Tom won't be able to do anything about the problem this week.,tom awe hafta ja kam weho we dihane biyam
Tom wondered why Mary wasn't wearing black at John's funeral.,mary we john thung kapoga hing jadila kajum maa tinghoyum la tom we rrue a
Tom would never forgive himself if anything happened to Mary.,mary ja kulutyung shabo tom cha gaa we kadigumu prawetyu biyam
Tom wrote his phone number on a napkin and handed it to Mary.,tom cha gaa phone number kajum aa kyaa zooyagu mary hung hoya
Tom's cat is always waiting at the door when he arrives home.,tom ba majarae we kadigumu khalung du daeya gu kalyuu a
Tom's tired and run down and badly needs a few days off work.,"tom tyung whaa hoyum, cha kaam maraa geya shahoya"
Tom's wife doesn't like it when he smokes in the living room.,"tom nyungke cigari dua bo, cha miya pra weyum"
"Tom, your handwriting isn't very good, but it's easy to read.","tom nyu prayum zu, wekigumu nyu zuho we pra whiityung a"
Translating is not nearly as easy as many people might think.,takaue tharungyagu balyanaya we tyung tatyu mie nung wefre wega
"Up until three days ago, I'd never even heard of Tom Jackson.","kaya kasung hing hayuu, haa tom jackson amung kadigumu tharung tyung yum"
Was that Tom who was playing the organ at church last Sunday?,hayuu debar gu christian nung angke tom guitar bojaiya kya?
We can't go outside on a day like this without wearing coats.,tahing dyuege hing gu ning mie ali habung ting kana tingyum goo bohane biyam
We can't really do anything until we get permission from Tom.,ning mie jamu due hane biyam tom cha layum tapie
"We could have our tea in the garden, were it a little warmer.","ning mie phalum shiya ang dawaa ke tyum hanebiya, achi ing lungyuu a"
We have ants in the kitchen. We need to call an exterminator.,"tape angke pasai kapue tyue ea, pasai seya mie ameyane shaya"
We have to figure out why the machine isn't working properly.,"machine jadila pra chuliyum, ning pra whiiya dhue biya"
We must try to preserve the remains of ancient civilizations.,biya biya gu darae we ning mie pragu kapoya dhue biya
We need someone to keep an eye on our baby while we are away.,"ning dya boholum, mie brage dhuebiya ning aanung whiiya kanum"
We need to know everything that you know about the situation.,"ning mie kasaya dhuea, nyu ja shayala kasa we"
We should try to convince Tom to stay with us for a few days.,tom we ning du ing ke ea-ingke laya
We think the reason for his success was because of hard work.,muwa aa cha tyung kam jia kanum ning chawe jami hane weshia
We were looking forward to spending an evening at home alone.,ning kapa ang ke rugaya lyung harumgaya wedi
We were surprised when we saw him in the office this morning.,ning hrrue kuuya muwa aa cha anaya office ke eho whiityungya goo
Were you planning to do something special for Tom's birthday?,tom birthday ba nyu ja pradarei jiya wedi ye?
What was the nature of the relationship between Tom and Mary?,tom ma mary kaing chanung lumkoo jaa shadaga hing
What's the best way to tell someone that you don't like them?,nyu mie nung prawedi la kadenyu atyaya hing?
"When I stood up, I realized that Tom was much taller than me.",haa deilibo kasadyabo tom haa doomu tyung kalung yuu
"When I was your age, I bicycled to and from school every day.",haa ani dhyue goo cyga kyaa hayow atyo hinglamung kheya goo school bodi
"When you've finished reading the book, I'd like to borrow it.",nyu puridungya bo haa hadaa ne
"Without a passport, leaving a country is out of the question.",tako haa a nyu mla bo ati hane biyam
"Without your help, we wouldn't be able to carry out our plan.",nyu brung yum ji ning ja wedi hane boyam
"Would I only work on weekends if I could? Of course, I would.",haa haptage ne kam jine wedii. Haa jihane biya
Would it be OK if I borrowed your bicycle tomorrow afternoon?,abena hing gu nyu cyga hadagene o
Would you look after my children while I am away on vacation?,nyu haa aa nung ing whii hung hane biya ye? Haa mla bodi
Yokohama is a city where more than three million people live.,Yokohama mla ke mie tyung dhue ega
You can always find baked goods somewhere on my grocery list.,nyu kadigumu hayaho thaya darai ha dhue tako ke chung biya
You can't help Tom tomorrow because you have to work all day.,"haa abena tom babrung hane biyam , nyu hing we kamjia shabiya"
You can't just come in here and start ordering people around.,nyu mya hanaya gu mie nung tashue hane biyam
You can't learn a foreign language in just a couple of weeks.,nyu mying takaue mya haptage lumkoo kasa hane biyam
You don't have to read the whole thing from beginning to end.,nyu tako hayuu gu mamyu tapi puri honom
You know as well as I do that we have no chance of surviving.,"nyu maa haa maa kasadi, ning li hanebiyam"
"You want to grow up to be big and strong like Tom, don't you?","nyu tom dyuege tazai, mei darung shane weho, wali yum ye?"
"You were in prison, so I had to raise our children by myself.","nyu po-ong ke ea kanum, haa pa aa nung tazai jidyabo"
Your computer will restart several times during installation.,"nyu computer po dyum pharue, poma bun ma jibiya"
Your mother will repeat it to you as many times as necessary.,nyu ma we bue lyampa la biya nyu dhue a tapei
I can't bear to be doing nothing! you often hear people say.,"nyu mienung laga tharung tyung, haa jamu di dyum kanum khamyu shia"
"I don't think Tom will do what we asked. ""Yeah, me neither.""","ning kade laya wali tom jibiyam. ""haamu jihayam"""
"Tom was able to convince Mary to help. ""How did he do that?""","tom mary we babrungna la haneya ""cha kade nyu jiya hing?"
"When did you return? ""I came back the day before yesterday.""",nyu kadigumu lyanaya? Haa balyung chaa hing hanana dyabo
A doctor tried to remove the bullet from the president's head.,doctor brage mienya tyung lumkoo gu guli lagiho we habung jia
A friend of mine showed me all the dolls he had bought abroad.,haa aa tamru khinge cha aa khili ya darae chima dya nyu brae ho we haa ake
A little bit of luck sometimes leads to an unexpected success.,bhue-bhue tyo pra kopat bo mie ning jaladu pra dhue hane
A person's heart is approximately the same size as their fist.,mie haling apo we mie atyo kaa gene darung sha
A plastic bag can take up to a thousand years to disintegrate.,plastic phlee mahingya kanum ra jung kanung gade shabiya
A strange man was walking back and forth in front of my house.,pita mie brage haa ang dawaa kee hayow-atyo chae a
A teacher should never laugh at a student who makes a mistake.,school tawhii ya mie we aa nung whaa ga we maara ya dhue yum
"All right, do it your own way, but don't blame me if you fail.","nyu tawe jipina o, nyu haneyum bo haa la apie ya"
"Although he was born in England, he speaks English very badly.","England ke weya kigumu, cha we Englidh tyung prayum maroa"
"Any time you want to borrow my car, all you have to do is ask.","nyu kadigumu haa garae dhue a bo, nyu haa sheina"
"As soon as I can afford it, I plan to travel around the world.","nyu kadigumu wefre bo, haa tum groo tyuae bone"
"At the age of six, I was taken to a circus for the first time.","haa kanung tahroo shaya bo, haa we hayuu jum circus katyowne bo"
"Because of the bad weather, the plane was delayed three hours.","tum bum kanum, tumgarae ghanta kasung hawaa kuu ya"
"Before you go to visit him, you should make sure he's at home.","nyu cha duu boyala ji dyum pharrue, cha ang ea nyu kya ahoo kuu na"
"Between you and me, Tom's idea doesn't appeal to me very much.","nyu maa haa maa lumkoo ke, tom tawe we haa pra weshiyum"
Children generally have a higher body temperature than adults.,tazai duu mu aa nung hawrae tyung kwii a
Did she ever confide in you about the problems she was having?,miya aa cha kadigumu nya cha tawe atyaya ye?
Did you have to share a bedroom with your brothers or sisters?,nyu kadigumu nyu tachung we myum-mathi hungya ye?
Didn't anybody tell you that you didn't have to be here today?,nyu shamu atyayum ye tahing ake hana honam
Something must be done immediately to deal with this problem.,kaluge tagroo jiya shabiya awe pra maroonaya kanum
Technology is in itself meaningless unless it serves mankind.,jaladoo mie baho darae kam haa aa shabiya mie nung kam hanayum bo
That's a dangerous curve. There've been many accidents there.,"achiwe alyum dyue tyung prayum, mie kapaue tyue wekee shaering ya"
That's strange. I could have sworn that I'd locked this door.,jasaha te hing. Haa jum ladi khalung we haa khraue dyabo
The African elephant has bigger ears than the Asian elephant.,African tamering kruna we Asian tamering kruna dumu tyung darung
The best way to lose weight is to eat less and exercise more.,"gaa tyung a aa baya bo tape kati thana, welibo tyung mazee lana"
The boy was absent from school yesterday because he was sick.,"muwa aa cha balyung hing school hanayum, cha naaraa ki"
The bread I bought at the supermarket didn't taste very good.,supermarket nyu thaya darae braiya we tha prayum
The doctor said that Tom didn't need to stay in the hospital.,"Doctor laa, tom tama ang ke ke ea honam"
"The dying man made an effort to say something, but could not.","sheityubo mie we kalutyung laya la jia, lahneyum"
The farmer caught the boy stealing the apples in his orchard.,kalyow baya mie we muwa aa we cha kalyow ke apple akow rokuuya
The gardener planted a rose tree in the middle of the garden.,bagan baya mie me bagan tapae tapue sung lihoya
The lines of people waiting for food were longer than before.,mie nung tape thaya kalyuu ga we hayuu duumu kalung yoo
The little boy has lost the money given to him by his father.,aa muwa aa cha baa pisha hangya we hamaa kuuya
The man did not so much as apologize for stepping on my foot.,mie me haa kyaa groo saa kuuya wekigumu ji haakuya mu layum
"The moment she arrived at the station, she phoned her mother.",miya aa cha station khiya duu hi cha maa we daa goo maro gaya
"The months with the most rain are May, June, July and August.","May, June, July August halo goo shamidu kaaraa dhue za"
"The more people you know, the less time you have to see them.",mie nung dhue bali kasagaya bo tarugaya tatyu sha
The old church on the hill dates back to the twelfth century.,thaya ku kyaa umho christian ang we biya kanung kaing halung hayoo
The old houses were torn down to make room for a supermarket.,um tyung koo hoya ang we nung whraa yaa goo bazaraue ba nyung taruega
The old man spent most of his time looking back on his youth.,tapaue mie cha dhue yoo biya cha shabre kade etyu we nung weya ema
The only time my son talks to me is when he needs some money.,haa yuwa pisha dhue a bone haa du maroa
The problem is not as simple as it might seem at first sight.,jadarai shahoya we bue kapa whiiyagoo kasabiyam
The results of the election will appear in the evening paper.,election ke sha chunghoya we lyung goo kasabiya
The severely injured man was dead on arrival at the hospital.,taegaho mie we tyung dhue awachungya goo tama ang khia doo hi shie kaaya
The ship that Tom's grandfather was on was sunk by a torpedo.,tom natya wraa kyaa boholum mathung hablue a goo wraa machine ke lung kooya
The storm will make it impossible for the ship to leave port.,hablue a bruaa a kanum wraa we machie dyue matya hanebiyam
The teacher was worried by Tom's frequent absence from class.,tom dhue yoo class chaeyum kanum tawhiiya mie we werrue hoya
The train was delayed for one hour on account of the typhoon.,kaara dhue zaa kanum rail garae we raa hawaa kooya
